product_name,price_type,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05,2026-04-06,2026-04-07,2026-04-08,2026-04-09,2026-04-10,2026-04-11,2026-04-12,2026-04-13,2026-04-14,2026-04-15,2026-04-16,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24
Original Cartier Tank Art Deco Period,start,8930.1,8345.42,8353.58,6741.97,9196.34,9380.79,9443.03,8479.13,10618.12,11263.21,11082.87,7475.19,9370.53,10136.4,11545.15,8236.88,9704.1,8305.23,10843.74,9906.45,10660.43,6897.45,10297.44,6527.54,9977.45,8420.11,9038.64,7381.43,8722.69,10564.57
Original Cartier Tank Art Deco Period,end,19779.9,20395.21,20415.14,21994.1,19586.64,19234.27,19281.32,20138.07,18036.17,19570.92,17591.98,21109.39,19238.17,18619.39,17231.11,20419.76,18972.75,20400.79,17789.06,18658.74,17825.82,21488.99,17928.86,21705.52,18150.08,19672.5,19030.94,20735.84,19381.03,17640.27
Antique Bible Leather Bound As Found,start,22428.79,18977.37,22600.97,20920.88,21118.53,22878.93,21956.44,22050.49,19107.47,19940.81,17402.43,19800.78,17051.03,17402.84,22127.35,18791.81,21863.76,21141.7,18943.75,17654.22,17857.99,16171.86,16881.6,20662.85,20219.17,17623.78,20740.66,21441.13,19599.79,20175.3
Antique Bible Leather Bound As Found,end,31231.21,33974.74,30254.43,32513.96,31669.18,30276.46,31617.94,30937.33,36567.18,33670.83,35925.79,33758.0,36091.64,35588.48,30572.51,33699.83,30215.23,30414.79,32820.99,33978.61,34150.85,35244.16,33739.45,29818.58,30616.94,33143.05,30031.47,29146.14,31305.38,30531.21
Ferrari Prancing Horse Badge Collection Museum Deaccessioned,start,204.28,306.86,293.9,198.84,184.67,168.0,255.11,238.0,252.87,209.42,169.65,299.63,290.25,175.27,288.8,269.45,210.49,268.13,381.95,227.61,199.82,256.89,224.9,199.17,268.72,189.51,311.48,369.21,187.87,308.84
Ferrari Prancing Horse Badge Collection Museum Deaccessioned,end,615.72,514.42,513.09,601.37,631.01,660.26,569.09,591.08,598.05,630.18,676.85,586.61,605.32,720.2,614.34,644.28,713.15,654.62,584.75,689.41,705.69,645.7,694.17,712.37,663.4,754.0,650.54,575.98,731.63,584.95
Dunhill Leather Briefcase Arts & Crafts Era,start,15382.89,10248.75,10275.65,14418.81,12113.37,10752.3,11704.17,13476.18,13465.38,11156.66,15424.76,14826.62,14693.27,13910.4,15369.96,15567.53,10325.07,12114.66,14957.55,14692.13,14042.46,12473.74,10894.05,12353.68,11898.7,12849.72,13840.65,13466.76,12967.02,13966.17
Dunhill Leather Briefcase Arts & Crafts Era,end,21787.11,26326.68,27103.2,22553.2,24269.28,25227.78,25262.6,22996.28,23836.89,26281.41,22823.36,24931.97,24077.76,23742.52,22798.23,22030.85,27838.12,23930.9,22354.38,22098.33,22862.34,25327.75,25917.0,24702.19,24973.61,22689.18,22977.87,23066.93,23406.64,23580.6
Colonial Delft Tulip Vase,start,21990.28,15877.07,16325.09,18935.89,21434.44,24745.87,15490.66,19314.34,20062.58,23601.26,19464.65,20934.89,14430.56,24660.47,25458.51,16876.48,15839.76,16853.93,18855.88,20207.56,21582.29,21760.28,25252.67,17060.57,24814.64,29096.67,19753.39,19022.03,17327.13,16756.59
Colonial Delft Tulip Vase,end,37429.72,44896.26,44324.81,42118.97,39739.57,35429.42,44753.62,42017.8,41880.06,39504.07,42236.94,41188.09,45376.41,36233.23,37601.21,47596.07,48032.78,47518.92,39509.93,46114.04,46571.38,47009.97,44374.79,52000.0,45769.66,42520.68,52000.0,51329.34,52000.0,52000.0
Signed Backgammon Set Leather Vintage Arts & Crafts Era,start,380.15,606.8,641.77,495.67,534.96,594.85,666.44,707.83,364.0,364.0,609.03,428.78,573.64,408.21,364.0,603.96,674.75,364.0,688.84,685.99,364.0,573.33,699.14,389.23,364.0,671.43,724.63,551.61,698.2,364.0
Signed Backgammon Set Leather Vintage Arts & Crafts Era,end,1479.85,1255.89,1229.66,1354.49,1306.35,1247.77,1154.88,1128.62,1516.47,1492.71,1367.16,1405.08,1259.32,1434.4,1508.4,1242.89,1175.93,1284.65,1171.06,1166.57,1502.96,1273.29,1176.7,1497.78,1554.07,1191.42,1140.27,1288.63,1161.81,1514.86
Notable Tribal Caucasian Kazak Rug Mid-Century From Private Collection,start,8815.04,10819.71,8108.19,7806.64,7140.98,8417.33,9360.06,6197.82,6289.95,6055.0,8160.52,7192.57,9364.83,7476.19,10235.85,6187.7,9946.19,8475.62,10097.32,9653.23,7488.04,10868.2,8313.09,9011.86,10300.21,8555.89,11106.76,6960.26,11869.97,8932.56
Notable Tribal Caucasian Kazak Rug Mid-Century From Private Collection,end,19094.96,17061.97,19710.55,19646.78,19796.05,17655.0,16151.64,18743.12,18292.84,19315.39,16535.81,17677.4,15858.57,17888.01,15969.13,19802.96,16996.37,18148.23,16328.51,16933.69,19663.28,17107.65,19944.47,19785.65,18244.63,19890.73,17356.67,22158.25,18021.02,20986.01
Boer War Medal Group,start,4823.35,4602.87,4685.47,4928.83,4588.2,4822.07,4949.88,4514.48,4876.19,5179.53,5158.01,5208.1,4905.33,4807.54,5148.94,4633.91,4794.84,5134.13,5095.44,5150.15,5053.53,5432.83,5322.49,5169.78,4956.01,4877.98,5402.79,4839.51,5372.74,4646.96
Boer War Medal Group,end,6166.65,6400.88,6374.83,6181.19,6480.87,6268.6,6484.5,6190.8,6557.84,6394.69,6999.28,6388.65,6746.55,6969.83,6615.19,7277.16,7170.09,7117.9,7225.16,7168.59,7319.38,6913.6,7135.96,7411.12,7430.59,7426.58,6904.52,7209.49,6692.3,7447.88
Ornate Atari Jaguar Console Sealed,start,3389.83,2226.0,3679.64,2226.0,2226.0,2902.92,3952.56,2740.62,2226.0,2727.0,2703.51,4905.58,4599.27,4561.5,4761.52,4979.64,2621.85,4063.66,3123.24,3160.34,2287.13,2226.0,4001.18,3203.02,3033.41,3491.57,3028.67,2226.0,3375.07,5191.0
Ornate Atari Jaguar Console Sealed,end,9850.17,11684.64,9714.86,11886.06,11763.98,10632.42,9552.04,10754.26,11737.74,10753.18,10736.83,8626.92,8917.02,9012.82,8889.59,8635.05,10895.85,9583.0,10672.1,10724.67,11658.02,11866.51,9994.93,10847.34,11032.46,10605.96,11062.21,11899.71,10645.91,8999.36
Provenance Enamel Dial Dress Watch,start,40200.18,39025.79,44967.66,38949.7,42733.68,39995.72,44621.1,44210.51,42869.13,40640.15,36347.77,42036.22,46053.66,42116.76,37715.97,37765.64,37516.06,41748.83,41331.78,36759.32,43953.22,43032.92,36646.23,42062.17,34919.2,37940.1,43819.74,40729.17,39579.73,42966.02
Provenance Enamel Dial Dress Watch,end,66009.82,66506.39,60092.22,64315.11,60248.33,62856.73,58087.01,58867.34,60003.76,62208.58,65771.17,60279.55,57206.26,61067.73,65772.07,65680.69,66714.99,61979.37,62244.54,65675.64,57986.69,58992.33,64888.34,58665.19,65042.43,62994.66,57123.96,59969.01,60914.33,56879.55
Bronze Figurine,start,34191.09,45478.51,33410.88,44962.46,34747.58,28380.93,46954.63,30848.11,33948.6,38048.91,39269.18,40894.61,38967.96,33646.84,28057.46,39454.4,34487.35,45707.31,38199.52,38971.28,35248.24,36020.69,28570.31,42602.06,30643.58,37130.24,33256.67,46729.16,44092.54,28003.57
Bronze Figurine,end,83278.91,72462.34,84208.9,72779.09,83060.78,88970.81,70441.06,86209.94,82564.48,78513.74,76845.31,74729.45,76932.84,82563.0,79527.36,76323.91,81347.08,70333.8,77122.61,75910.79,80111.95,79437.31,87239.64,72955.17,84814.21,78067.03,81892.69,68490.03,71385.96,87122.89
Historic Thermometer Clinical Antique,start,3286.07,4228.63,4165.64,4981.86,4168.57,4495.56,2548.0,2548.0,3196.34,3395.26,3390.64,2548.0,2708.37,2955.39,4012.26,2548.0,3688.88,3088.42,3098.55,2548.0,3961.22,2838.83,4065.84,3216.54,3331.76,5663.3,3055.64,2647.34,4873.91,4052.36
Historic Thermometer Clinical Antique,end,11343.93,10526.92,10467.14,9462.88,9238.71,8980.56,12352.14,12293.01,11404.83,11212.65,11372.11,12702.56,12062.41,11867.36,10846.62,12628.22,11412.4,12125.2,12195.13,12663.97,11077.48,12235.07,10947.37,11749.82,11829.96,9626.85,12243.06,12764.54,10532.42,11232.86
Museum Quality Industrial Factory Pendant,start,3602.39,3850.82,5048.34,5414.5,5532.74,4114.97,5383.44,4178.81,4823.31,5484.49,5180.53,3398.0,3459.53,3879.67,4717.92,5122.69,4848.46,4097.59,4538.65,4228.93,4202.36,4977.28,4185.85,4641.98,3489.55,3330.88,4646.3,4022.73,4248.59,3635.39
Museum Quality Industrial Factory Pendant,end,10097.61,9734.72,8512.07,8147.77,8013.83,9374.53,8214.32,9334.91,8664.79,7954.63,8213.0,10115.15,10170.55,9926.14,8997.7,8593.61,8944.06,9692.66,9181.81,9552.52,9547.53,8644.82,9409.39,8862.2,9873.65,10060.98,8729.73,9299.81,9173.06,9686.58
Nepalese Bronze Deity Figure As Found,start,5616.41,7999.06,5537.0,9022.98,8579.34,10955.06,6183.77,9437.99,11264.78,6971.67,7022.93,6383.4,10916.29,5537.0,8102.72,5537.0,6003.89,5537.0,6465.26,11094.91,11468.7,10303.03,8652.27,10492.71,7402.67,5537.0,6352.62,10498.62,5691.66,5537.0
Nepalese Bronze Deity Figure As Found,end,25383.59,23036.51,25745.54,22017.67,22432.39,19920.84,24688.64,21425.81,19775.24,21096.72,23960.65,24722.55,20088.21,26688.77,22731.53,25415.2,24734.43,26154.12,24229.61,19713.76,19192.94,20493.67,22016.14,20251.79,25956.0,25512.16,24408.9,20155.4,24976.73,26107.13
Art Deco Illustrated Novel Early 20th Century With Certificate,start,8038.18,9307.39,8118.71,10179.86,10358.78,13327.38,7264.46,7225.53,13279.99,8853.31,10132.38,9058.55,14216.17,7174.999999999999,11892.67,14245.14,13683.23,9579.87,9440.46,10301.35,11835.41,10233.57,11937.1,10626.24,11194.18,8338.28,7174.999999999999,10376.93,9733.69,11643.62
Art Deco Illustrated Novel Early 20th Century With Certificate,end,27871.82,26679.83,27737.6,26226.23,25904.6,23611.9,29743.07,30268.62,24730.81,28787.52,27771.57,28904.7,23449.34,30605.91,25908.61,23439.19,24263.78,28128.37,27959.37,26802.17,24877.1,26653.09,24856.63,26176.26,25543.91,28433.95,30011.98,26617.48,27248.52,25116.67
Monumental Cuckoo Clock Black Forest Unrestored,start,6809.95,7359.16,7342.98,9592.29,9000.71,10634.59,9896.2,7097.99,8873.2,6619.06,10135.56,8211.75,9626.54,7355.23,9258.77,9563.03,10430.57,7347.56,7948.42,7009.74,9526.1,10068.99,9553.27,9574.39,10281.28,8354.83,7696.46,9873.6,6076.49,6544.41
Monumental Cuckoo Clock Black Forest Unrestored,end,19810.05,19141.28,19421.64,16778.14,17725.99,15867.83,16325.41,18211.16,17507.68,19926.88,17176.82,19253.36,17968.59,20247.96,18667.78,17392.35,16739.32,19347.57,18938.29,20294.49,17932.87,17442.03,18411.71,17580.06,16868.58,18447.68,18880.0,16050.21,19568.23,19737.48
Authentic WWII Aviator Leather Jacket Art Deco Period,start,2500.92,1821.74,2412.73,2231.84,2112.79,1471.63,1895.29,1891.16,1559.14,1767.25,1714.54,2069.51,1625.99,1628.2,2114.49,2334.94,1928.42,1698.66,1806.6,2361.66,2356.7,2228.72,1467.73,1913.89,1525.3,1634.47,1638.14,1569.03,2079.87,1737.59
Authentic WWII Aviator Leather Jacket Art Deco Period,end,3519.08,4133.11,3506.16,3593.79,3668.97,4323.49,3904.23,3908.44,4272.0,4077.66,4134.01,3804.2,4212.91,4204.5,3698.86,3475.97,3828.33,3994.91,3891.34,3331.33,3327.78,3431.33,4145.94,3690.6,4092.51,3991.68,3976.62,4049.03,3555.89,3929.96
Penny Bank Mechanical,start,6078.25,6483.78,7195.02,7042.47,5669.24,6734.37,6709.59,7189.91,6831.14,6684.35,5928.24,6891.84,6460.54,7428.62,6368.31,6136.04,6765.84,6592.83,6257.36,6698.4,6153.71,6316.19,6203.62,7329.6,7598.61,6195.13,7018.03,5997.31,5925.97,7085.29
Penny Bank Mechanical,end,10641.75,10253.58,9530.46,9699.79,11105.82,10017.6,10019.65,9631.63,9980.35,10163.78,10943.92,9949.62,10373.82,9427.95,10491.61,10737.9,10151.5,10395.32,10655.89,10265.34,10785.27,10764.15,10914.32,9756.57,10473.74,10826.86,10080.39,11156.44,11173.05,9995.64
Psychedelic Rock Concert Poster Late Victorian,start,1974.56,1587.77,1853.61,1349.13,2175.36,2558.92,2206.7,1859.97,1605.05,2151.27,2417.9,1431.74,1403.35,2772.4,2201.05,1702.9,1452.13,2618.21,1999.39,1309.0,1309.0,2283.66,1434.92,1883.55,1780.83,2396.47,1309.0,1309.0,2697.96,1677.16
Psychedelic Rock Concert Poster Late Victorian,end,4695.44,5158.15,4989.52,5583.12,4629.36,4274.21,4619.33,4976.5,5251.02,4767.35,4627.14,5705.02,5827.39,4405.48,5008.85,5421.78,5641.61,4531.24,5108.35,5853.34,5858.74,4792.17,5625.47,5205.16,5365.95,4718.56,5840.6,5886.37,4426.1,5332.24
Grand Walker Evans FSA Print Art Nouveau Period,start,12766.7,10930.06,8750.0,15392.99,15186.65,9353.08,13249.85,10043.14,10873.01,8750.0,8750.0,9719.39,13263.41,8750.0,10022.05,10759.77,8750.0,8750.0,12198.64,9259.75,12672.28,8946.09,9502.77,13924.34,12335.6,8750.0,14578.03,13229.41,9974.05,8750.0
Grand Walker Evans FSA Print Art Nouveau Period,end,29733.3,30901.49,32164.73,24170.71,23668.48,29310.67,25277.68,27632.83,25299.82,28416.78,28931.77,27658.42,24210.82,29024.42,26785.26,25913.27,29427.76,28419.36,23252.88,25146.42,22551.55,27319.3,28123.61,23745.74,25303.22,29005.8,22820.71,24095.72,27483.96,29441.19
Documented Rookwood Art Pottery Vase,start,9252.15,9178.7,8516.65,7648.51,10375.98,11000.22,10795.86,13138.42,7042.0,7143.21,12240.09,14612.51,11575.19,7042.0,9487.09,14285.81,10865.55,7042.0,13823.64,9508.44,7042.0,13535.33,13519.46,12181.76,10509.69,10529.78,11361.53,7042.0,11120.4,10087.15
Documented Rookwood Art Pottery Vase,end,29947.85,29692.33,30224.62,30713.75,28088.02,27620.85,27615.82,25643.19,33084.22,31741.57,26812.02,24213.64,27284.76,32923.76,29111.1,24127.06,27269.5,32999.56,27533.55,28388.43,32635.31,24085.01,23623.98,25340.89,26863.05,26402.29,25431.81,30872.95,26170.39,26668.47
Estate Meccano Construction Set Vintage,start,346.7,390.73,398.04,365.96,372.34,358.03,325.05,327.82,384.65,398.12,345.82,356.74,349.24,363.75,331.38,399.3,385.86,373.47,356.48,342.16,380.2,397.51,320.52,410.74,364.81,415.98,414.68,370.73,337.15,385.15
Estate Meccano Construction Set Vintage,end,573.3,526.15,515.46,546.05,540.63,545.96,576.45,576.07,530.69,515.76,565.18,553.1,560.2,546.74,579.74,521.37,534.94,548.19,573.95,596.07,556.43,611.29,613.01,521.91,576.35,527.0,526.21,573.47,601.95,556.38
Lanvin Art Deco Evening Bag c.1940,start,15935.78,11015.01,10960.62,12577.48,16155.12,13067.2,12883.35,18790.62,18494.06,17703.58,16150.06,13111.53,13628.69,13301.42,10122.0,12473.17,16374.74,18010.64,16009.96,10122.0,15435.31,18300.31,16776.0,15360.49,12319.61,12963.35,10122.0,15523.8,16904.81,10126.77
Lanvin Art Deco Evening Bag c.1940,end,33524.22,38234.47,38186.72,36394.8,32251.56,35107.12,34765.67,29084.71,28789.94,29593.86,31153.88,34506.13,33825.39,34010.5,37880.97,34722.75,30771.67,28520.18,31026.9,36737.26,31636.11,28199.2,29727.76,30980.97,34125.32,33382.69,37743.53,34354.76,29884.56,36484.37
Unmatched Bobby Orr Signed Stick,start,1218.2,1398.41,968.81,1125.53,951.99,1280.63,1157.47,945.36,1378.55,1375.65,1157.41,1110.49,1011.17,1039.84,1342.8,1043.97,1364.48,1252.5,1023.86,1141.52,1154.77,1181.24,1223.63,1270.32,1406.26,1138.81,1369.5,1195.38,1287.6,1223.3
Unmatched Bobby Orr Signed Stick,end,2161.8,1955.06,2358.76,2199.22,2339.01,1987.47,2098.4,2298.88,1904.11,1905.49,2136.08,2182.67,2291.01,2253.67,1945.72,2252.74,1936.9,2063.36,2314.91,2179.17,2193.47,2167.61,2143.31,2086.39,1946.13,2208.29,1963.69,2169.39,2064.46,2119.69
Ornate Sinumbra Lamp Cut Glass Shade Early 20th Century,start,301.41,194.47,265.35,284.89,210.85,208.36,299.97,175.0,251.2,283.5,333.13,275.69,301.02,175.0,304.17,341.79,188.46,287.05,307.81,369.83,277.67,269.24,204.09,284.28,284.21,175.0,371.18,244.72,219.86,209.71
Ornate Sinumbra Lamp Cut Glass Shade Early 20th Century,end,628.59,739.82,661.29,637.33,714.36,719.02,621.22,780.0,676.06,656.68,610.66,671.63,657.73,811.34,644.63,621.41,773.94,689.17,656.79,593.25,686.91,697.84,757.61,683.71,676.42,811.02,604.86,744.07,764.23,777.16
Hermes Birkin Bag c.1880,start,8813.0,13628.46,14495.4,13764.19,9765.08,13992.96,14654.55,8904.02,13934.98,12116.6,14702.21,11131.8,11170.65,13088.49,10827.46,9606.36,16264.11,8813.0,11330.66,9100.69,12769.0,15481.54,14631.6,8813.0,10488.21,9883.22,11002.69,11777.74,8994.46,11505.45
Hermes Birkin Bag c.1880,end,36278.64,30988.84,30025.43,30156.58,34035.13,29688.75,29223.88,34926.27,29447.34,31308.25,28391.85,31895.26,31492.76,29141.08,31244.96,32053.55,25495.21,33953.61,29574.06,32255.15,28460.63,25512.85,26011.2,32765.53,30167.18,30023.85,31862.97,27742.21,30538.23,28080.8
Grand Blancpain Fifty Fathoms Excellent Condition,start,14975.08,11092.43,20106.33,11046.0,13098.06,12206.9,12063.25,11181.41,11046.0,12528.31,11046.0,14043.02,11046.0,20034.54,20523.31,22730.09,16373.21,11046.0,13170.61,12105.52,22726.91,13896.38,17873.52,19706.05,11385.22,14484.34,12987.63,19740.9,19780.75,13561.52
Grand Blancpain Fifty Fathoms Excellent Condition,end,43834.92,47488.43,38673.02,49082.58,46261.06,47376.45,47952.71,49063.64,49198.31,47967.19,50513.19,46720.28,50277.76,40521.7,39734.83,37290.31,43492.4,44207.13,46966.12,48264.15,37808.36,46741.36,43121.53,41587.49,50027.85,46453.48,47928.58,41658.51,41631.28,47967.83
Period Sepik River Ancestor Figure c.1950 From Private Collection,start,2760.91,3084.85,1718.59,2380.31,2391.74,3239.2,2175.98,3329.03,2600.52,3052.25,3232.9,1985.56,3366.54,1746.75,1907.18,1680.0,2568.11,2364.84,2105.56,1698.54,1820.04,2174.2,1797.29,1680.0,2254.78,1918.16,1723.78,3275.23,1986.75,3146.82
Period Sepik River Ancestor Figure c.1950 From Private Collection,end,5959.09,5653.48,7022.39,6368.1,6381.34,5528.58,6598.73,5445.67,6219.2,5730.4,5554.33,7357.41,5407.09,7044.36,6845.85,7197.83,6106.65,6325.42,6557.33,6942.91,6800.58,6477.74,6845.02,7143.72,6358.09,6700.96,6914.0,5368.8,6692.95,5518.23
Fine Mobil Pegasus Neon Sign c.1840,start,2168.73,1811.61,1522.47,2591.01,2542.2,1492.96,2059.89,1253.0,2229.12,2390.79,2269.54,1253.0,1416.77,1395.12,1996.9,1309.36,2357.32,2254.36,2232.35,1443.36,2298.34,2315.8,2166.14,1253.0,1752.45,1316.77,1945.72,1946.25,2362.99,1253.0
Fine Mobil Pegasus Neon Sign c.1840,end,4621.27,4986.79,5249.69,4244.36,4248.35,5235.58,4659.9,5594.5,4525.34,4292.84,4369.02,5370.5,5139.42,5124.06,4532.76,5138.65,4113.53,4215.32,4216.99,4986.02,4125.72,4150.3,4347.62,5929.92,4682.9,5164.83,4603.29,4619.53,4252.57,5372.9
Scarce Military Campaign Map Napoleonic c.1960,start,5339.32,5269.38,3094.0,5383.9,4964.48,5293.41,3509.65,6203.56,5390.22,4155.07,3138.98,3094.0,3854.85,6432.49,3094.0,5271.48,5411.14,5381.27,3094.0,5825.2,4469.26,3763.53,3367.05,6397.65,5790.8,5725.48,5784.32,4539.91,3107.64,3777.78
Scarce Military Campaign Map Napoleonic c.1960,end,11080.68,10869.45,13898.48,11340.84,11738.09,11513.02,13253.77,11216.35,12145.97,13332.6,14393.56,14980.07,13499.58,10849.04,14449.51,12282.6,11422.0,11910.44,14425.96,11359.98,12601.68,12994.0,13350.66,10381.73,10379.72,10585.77,10525.38,11781.58,13373.24,12927.23
Notable Pointillist Seascape c.1840 With Certificate,start,43971.84,49188.09,52437.43,84326.57,49318.17,50906.04,51868.24,67110.03,67480.68,52325.03,77785.54,83370.36,48541.3,54772.74,48364.64,46961.3,56697.21,63780.34,75914.8,81422.61,78938.7,70737.04,75931.87,75782.41,58739.78,69048.92,70172.56,54021.34,74621.15,55935.32
Notable Pointillist Seascape c.1840 With Certificate,end,165578.16,158475.61,165093.38,133085.49,171617.93,173244.45,174275.76,153971.54,148003.23,157770.2,131407.87,130370.64,176249.31,169882.96,175965.42,181717.65,173116.83,166952.54,176300.26,161994.81,155921.99,162839.04,155670.68,155690.44,178057.08,171586.81,174683.51,193019.26,175369.19,192567.28
Authentic Korean Celadon Bowl 19th Century,start,31255.55,26550.89,31600.57,28098.25,32361.18,25808.26,27990.53,29752.75,30537.38,25856.79,30882.63,26347.73,26771.1,26891.39,31220.95,29048.34,29454.56,30290.03,28311.24,25812.67,29108.15,27459.11,26597.05,25889.91,29989.26,30200.91,27379.11,25825.0,27817.42,29884.06
Authentic Korean Celadon Bowl 19th Century,end,40944.45,45853.48,41157.74,44862.35,40656.04,45967.68,43947.65,46769.1,41187.34,45498.7,40199.36,45391.09,44506.53,43927.73,39672.55,41331.82,40714.44,39543.65,42676.1,45003.65,42547.3,42812.87,43246.1,44294.33,40579.9,39662.21,42429.27,43216.4,41278.93,39068.22
Premier Beadwork Purse Victorian Late Victorian With Provenance,start,10591.2,14702.05,9313.18,12758.06,14532.54,12101.96,9654.88,13655.42,11491.0,11383.31,9210.92,11902.84,10715.06,9795.53,13474.86,9862.89,14343.18,11562.15,13196.67,13662.48,13925.01,13743.95,13610.78,12292.46,11500.39,11895.31,9613.88,12830.23,13167.7,10106.66
Premier Beadwork Purse Victorian Late Victorian With Provenance,end,25378.8,20891.02,26070.06,22598.08,20815.64,23003.38,25111.27,21068.58,22999.11,23143.59,25258.7,25372.76,23754.06,24623.45,21067.36,24542.32,19958.09,22775.72,21138.09,20633.33,20465.29,20721.93,20775.6,21804.7,22542.19,22233.14,24571.71,21643.89,21285.4,24672.46
Imogen Cunningham Magnolia Print c.1940 Unrestored,start,1542.67,1908.35,2498.13,1379.0,2793.38,1924.19,2667.24,1379.0,2276.27,2261.06,2728.4,2988.26,2108.61,2693.14,1379.0,2292.12,1488.59,1829.3,2514.39,1533.3,2270.38,2115.29,2961.45,1847.12,1379.0,2155.04,2981.01,1379.0,1508.69,1379.0
Imogen Cunningham Magnolia Print c.1940 Unrestored,end,6347.33,6003.91,5429.31,6768.91,5146.93,5995.6,5246.14,6636.1,5668.15,5681.77,5224.52,4989.51,5108.2,4508.47,6720.93,5756.4,6550.54,6177.62,5442.99,6389.91,5640.97,5785.07,4983.28,6072.66,6737.78,5808.11,4975.47,6884.23,6405.75,6748.52
Choice Tlingit Chilkat Blanket Federal Period,start,2319.07,1526.0,1827.02,1703.8,2579.11,1526.0,1887.67,1526.0,2853.37,3158.86,1799.81,2527.53,1714.91,2926.55,2536.38,2722.52,1776.68,2963.72,1526.0,2578.01,2453.74,2244.34,2076.71,2356.09,3202.13,1920.12,2746.82,1952.67,2608.69,2910.86
Choice Tlingit Chilkat Blanket Federal Period,end,6790.93,7994.64,7265.82,7338.1,6528.5,7744.37,7283.84,7962.38,6280.46,5973.64,7313.51,6629.15,7381.06,6180.51,6533.46,6414.49,7261.58,5950.01,7642.58,7013.0,6533.56,6820.55,6094.79,5883.34,6020.55,7288.72,6583.51,7300.33,6557.0,6223.55
Continental Ship Figurehead Carved,start,3827.11,5267.74,3856.85,4317.83,4139.27,3852.01,5164.38,4479.73,4393.83,5242.53,4492.69,3443.29,4763.46,5279.48,5206.37,2492.0,3887.02,3138.94,3470.9,3172.18,5393.43,2492.0,3933.27,4328.13,2573.17,2522.26,3442.66,4187.54,5430.52,5137.63
Continental Ship Figurehead Carved,end,11612.89,9974.34,11443.12,10943.69,11156.71,11464.65,10056.66,10849.88,11024.85,10379.06,11086.64,12272.05,10834.11,10403.39,10480.06,13289.03,11865.32,11159.77,12320.5,12688.45,10449.38,13878.5,11756.1,11395.29,13248.3,13079.23,12117.69,11383.05,10295.94,10497.52
Historic Baccarat Crystal Wine Glasses,start,14782.14,14508.01,13265.64,14078.93,8519.53,13077.39,11973.84,12122.41,9924.64,11051.41,12711.1,14495.22,12754.83,11099.17,9427.76,9888.91,13688.55,11988.13,11654.22,13617.47,12977.65,13760.32,10286.37,11829.4,14640.65,12812.06,12031.84,8523.42,9153.74,12590.7
Historic Baccarat Crystal Wine Glasses,end,22117.86,22478.67,23522.77,22339.86,27411.54,22670.73,23576.57,23684.6,26009.98,24937.9,23634.27,21898.12,23506.72,24979.71,26106.77,26151.53,22106.26,24145.74,24562.01,22602.69,23515.63,22641.36,26112.17,24707.05,21613.17,23319.31,23852.63,27487.65,26728.86,23400.36
Venini Glass Pendant Light c.1900 Unrestored,start,2324.0,2324.0,2832.69,3026.13,3327.78,3423.03,2324.0,2962.93,3472.82,2582.91,3847.23,4140.15,4703.25,3998.23,2324.0,2324.0,3205.76,4381.14,2734.37,4761.56,3352.95,4168.67,3895.1,4129.72,2324.0,3349.02,4437.89,4165.14,3617.41,3829.15
Venini Glass Pendant Light c.1900 Unrestored,end,11515.98,11155.4,10620.23,10435.1,10126.93,10092.37,11266.46,10488.41,9946.4,10877.82,9629.37,9286.36,8791.93,9523.28,11496.52,11788.47,10347.05,9158.4,10783.72,8750.23,10166.87,9348.37,9552.43,9270.81,11541.68,9937.54,8861.91,9117.85,9648.27,9499.6
Important Victorian Silver Toast Rack,start,935.25,560.0,560.0,560.0,775.13,560.0,737.32,879.08,1220.57,560.0,581.11,750.22,1245.57,560.0,560.0,560.0,1110.85,878.97,1044.83,560.0,926.35,656.0,809.73,1050.37,560.0,560.0,741.45,912.99,952.82,560.0
Important Victorian Silver Toast Rack,end,2404.75,2805.12,2855.33,2770.96,2515.4,2925.66,2586.02,2425.88,2108.12,2937.67,2779.7,2622.18,2136.95,2954.91,2881.76,2990.26,2304.56,2525.8,2323.23,2945.76,2454.05,2745.46,2712.12,2300.32,2693.29,2833.54,2629.61,2487.44,2471.53,2859.7
Indian Head Gold Eagle c.1970,start,21575.81,22596.71,36290.37,30035.42,33380.49,25280.63,28812.87,26147.38,20465.19,18816.0,29372.82,35329.7,33138.07,27078.65,18816.0,31533.85,31486.4,21849.29,25630.14,18816.0,27561.65,30406.84,30966.82,27036.52,27084.71,19863.15,20157.0,28858.44,32718.7,30703.8
Indian Head Gold Eagle c.1970,end,71874.19,70646.06,57378.14,61903.09,58211.25,68893.5,67062.83,69807.26,74567.16,73961.44,62593.46,56554.4,58926.01,65541.91,75523.75,61013.48,60911.5,69197.57,64454.14,73147.82,63331.27,60021.81,61147.5,64385.24,64351.33,72787.92,73183.35,63640.21,62509.81,65587.37
Exquisite 17th Century World Map As Found,start,3105.32,2965.84,5382.09,5123.57,5049.04,4607.38,2817.72,3637.81,4069.63,3603.3,5049.59,2795.07,4661.03,4925.8,2772.0,2779.95,4084.46,3086.16,3326.94,4377.34,5205.85,2772.0,4209.7,3365.57,3684.31,4173.14,2772.0,2772.0,4326.36,4274.68
