product_name,2026-03-26;start,2026-03-26;end,2026-03-27;start,2026-03-27;end,2026-03-28;start,2026-03-28;end,2026-03-29;start,2026-03-29;end,2026-03-30;start,2026-03-30;end,2026-03-31;start,2026-03-31;end,2026-04-01;start,2026-04-01;end,2026-04-02;start,2026-04-02;end,2026-04-03;start,2026-04-03;end,2026-04-04;start,2026-04-04;end,2026-04-05;start,2026-04-05;end,2026-04-06;start,2026-04-06;end,2026-04-07;start,2026-04-07;end,2026-04-08;start,2026-04-08;end,2026-04-09;start,2026-04-09;end,2026-04-10;start,2026-04-10;end,2026-04-11;start,2026-04-11;end,2026-04-12;start,2026-04-12;end,2026-04-13;start,2026-04-13;end,2026-04-14;start,2026-04-14;end,2026-04-15;start,2026-04-15;end,2026-04-16;start,2026-04-16;end,2026-04-17;start,2026-04-17;end,2026-04-18;start,2026-04-18;end,2026-04-19;start,2026-04-19;end,2026-04-20;start,2026-04-20;end,2026-04-21;start,2026-04-21;end,2026-04-22;start,2026-04-22;end,2026-04-23;start,2026-04-23;end,2026-04-24;start,2026-04-24;end
Late Cast Iron Garden Urn Pair c.1960 Unrestored,3642.64,2727.36,3574.33,2833.08,3803.17,2646.43,3837.61,2591.86,3764.91,2681.62,3536.65,2965.26,3640.58,2824.72,3876.3,2593.48,3512.12,2930.37,3805.1,2701.99,3760.18,2712.02,3600.49,2877.66,3704.27,2788.46,3507.15,2982.06,3777.05,2778.33,3858.04,2693.99,3663.44,2856.33,3513.99,2958.43,3599.35,2833.06,3636.29,2780.08,3725.49,2620.96,3504.99,2831.39,3787.27,2477.14,3782.64,2523.08,3715.46,2579.59,3801.44,2517.11,3595.19,2716.37,3490.73,2825.01,3607.33,2655.75,3451.1,2855.89
Late Celtic Harp Hand Carved Regency Period,52759.98,22000.02,50254.74,23817.21,61515.89,13662.16,67669.81,12110.0,65052.81,12110.0,64299.91,12110.0,55150.51,18166.34,55175.29,19979.02,54822.04,20879.13,53143.73,22755.04,69583.84,12110.0,62148.9,13773.09,63572.79,13138.83,48291.8,26534.27,46594.54,26687.49,51144.73,22978.75,60824.62,12110.0,55486.52,19682.14,55726.83,17465.39,63680.75,12110.0,55837.09,15367.81,55610.07,14491.93,48475.66,21056.0,52671.54,16975.16,62996.98,12110.0,59595.93,12110.0,58460.85,12110.0,61335.65,12110.0,55762.54,15621.8,62097.87,12110.0
Late China Red Revenue Stamp c.1920 Museum Deaccessioned,3530.71,1779.29,3233.47,2058.44,3345.21,1977.26,3416.09,1822.43,3323.68,2119.42,3556.64,1887.07,3551.31,1950.56,3524.7,1914.63,3445.3,2119.95,3417.93,1853.09,3572.39,1691.64,2950.34,2214.11,3384.52,1786.06,3266.27,1895.47,3355.95,1652.3,3393.71,1538.12,2979.86,1939.71,3146.81,1741.77,3511.91,1455.3,3439.67,1521.71,3304.85,1527.36,3340.59,1663.73,2902.17,2089.48,3105.15,1927.37,3040.67,1937.69,3010.73,1939.18,3481.43,1491.71,3132.02,1673.13,2856.43,1974.74,3189.39,1706.46
Late Chinese Export Silver Tea Caddy,921.87,398.13,752.01,559.88,840.16,467.82,876.89,443.19,835.89,475.81,781.18,528.38,839.76,470.42,774.16,449.27,753.87,471.42,861.61,441.96,875.55,424.38,887.62,419.56,908.33,398.24,923.11,390.51,880.0,437.08,908.38,399.16,781.78,533.45,883.98,423.27,820.74,475.22,792.9,510.06,893.45,392.1,863.54,414.08,741.01,531.57,758.41,509.04,809.29,472.67,801.33,475.07,882.14,399.45,906.37,363.19,813.73,453.97,904.01,366.01
Late Chinese Tang Dynasty Mirror As Found,21725.2,13604.8,25813.81,9656.35,29778.07,6790.0,26185.64,9383.88,29857.66,6790.0,28728.7,7060.33,22997.85,12816.77,23955.44,11807.55,25441.3,10289.27,22480.63,13383.6,23083.27,12861.44,27941.89,8005.8,26340.41,9687.47,29186.77,6790.0,29271.81,6790.0,29013.49,6870.91,28853.75,7018.06,26922.16,9061.37,25161.22,10622.65,23036.9,12655.72,24197.27,11500.5,21878.84,13694.74,26010.71,9637.89,21920.93,13684.5,24290.65,11328.77,28022.24,7570.06,24715.95,10752.24,23655.08,11684.84,22354.14,12935.92,25770.91,9598.76
Late Chrysoprase Brooch,72055.93,35744.07,72364.84,35952.06,68568.7,39812.18,82702.56,25412.57,78488.68,29500.16,80697.67,26439.6,72884.99,34213.0,79186.29,28073.8,73994.0,33187.9,83366.73,24111.44,73144.03,34576.5,76944.71,30793.44,83397.43,24512.75,65085.05,43091.12,77746.99,30565.1,71442.42,36928.49,81631.16,26605.45,73602.42,34586.02,65169.96,42798.73,62353.64,39513.07,81270.23,26032.58,78098.35,29214.57,81320.31,25591.5,75803.91,31096.92,64836.79,41928.49,79752.43,27306.89,74227.03,32987.79,82176.43,25044.3,68719.49,38920.95,81342.2,26244.09
Late Circus Poster Barnum Bailey Belle Epoque,9924.95,5365.05,10985.61,4286.69,9759.39,5445.88,9436.46,5664.87,10294.01,4879.08,11336.32,3766.8,12396.43,3052.0,11315.73,3749.66,9332.46,5630.09,9648.95,5371.16,9791.23,5229.32,12446.51,3052.0,11860.9,3391.04,9444.15,5736.99,12043.75,3228.65,10651.33,4541.87,10416.7,4718.53,10650.13,4395.29,9353.41,5620.54,11992.98,3052.0,10882.51,4051.27,11843.74,3216.24,11632.72,3463.81,12317.34,3052.0,9488.1,5565.88,10075.92,5010.44,12200.11,3052.0,9840.06,5169.29,11867.02,3052.0,10484.27,4339.99
Late Cold War Era Spy Camera Art Nouveau Period,7515.08,2314.92,7148.26,2699.39,6511.43,3415.08,7259.96,2738.75,6154.89,3755.49,6565.74,3318.38,6650.95,3344.85,6402.48,3650.61,7013.69,3013.12,7306.34,2766.71,7832.7,2192.82,6503.46,3477.59,6349.49,3703.79,7423.97,2626.23,7417.86,2601.41,6109.53,3870.56,7054.34,2962.84,6232.77,3831.55,7545.28,2426.3,6281.15,3734.88,7390.57,2625.5,6354.16,3540.4,7664.0,2109.45,7780.01,2044.0,7719.47,2192.55,6891.87,2909.03,7535.21,2325.04,7685.42,2093.04,6787.1,3014.47,6579.9,3113.4
Late Color Field Painting Large Empire Period With Provenance,17945.47,7564.53,20018.66,5422.43,22086.83,4396.0,18364.06,7419.78,22258.34,4396.0,16625.81,9028.62,20348.74,5143.26,21618.05,4396.0,19610.36,5878.88,22433.06,4396.0,18870.29,7008.33,19046.97,6834.86,18192.53,7790.97,14999.23,8921.75,18690.65,7499.1,19054.08,7107.97,20703.05,5303.68,19634.31,6475.56,16838.74,9233.83,22990.37,4396.0,22134.15,4396.0,22144.13,4396.0,22190.2,4396.0,21533.96,4396.0,17249.0,8286.84,22273.35,4396.0,17847.19,7853.34,20682.38,5036.43,20009.48,5715.42,22364.57,4396.0
Late Concertina Wheatstone English,21005.92,14324.08,20331.91,14782.53,21776.16,13386.88,21246.73,14058.79,23170.21,12225.49,21229.78,14126.15,22347.85,12797.06,19768.07,15082.34,20128.62,14751.81,22938.39,11920.75,23338.35,11896.83,22568.79,12543.54,20110.55,15120.46,20737.95,14372.56,21572.42,13394.1,22830.26,12421.7,21839.02,13440.5,23393.07,12124.72,19969.94,15431.88,23393.77,11577.39,20000.42,15348.48,23409.09,11908.96,20295.55,15524.53,21356.75,14572.37,23096.12,12954.4,21360.51,14697.33,23064.53,12735.76,21685.5,14153.13,20767.24,15226.98,21835.53,14274.67
Late Conn 8D French Horn,16094.11,12585.89,18416.52,10204.93,16524.33,12702.66,16954.55,12307.93,17496.83,12193.58,16031.8,12910.45,17569.56,11871.49,17859.3,12363.06,18429.31,11324.39,19160.63,10870.37,19172.19,11106.27,18039.59,12472.21,17470.38,12813.06,18751.9,11745.56,16460.87,13048.62,18768.52,11622.07,16920.88,13352.75,17897.9,11889.16,17732.95,12047.47,17227.68,12540.14,17004.3,13839.37,17893.28,12307.3,19742.27,10891.9,17169.18,13022.98,16278.03,9622.82,18684.45,10890.23,18699.44,10361.37,16457.01,12437.04,17121.18,11395.13,16929.62,11580.19
Late Conn 8D French Horn Modernist Period With Provenance,21616.94,7733.06,23868.91,5561.43,21148.48,8159.8,23766.6,5635.92,21530.77,7705.29,24860.69,4718.0,19969.85,9317.41,24219.01,5398.19,19695.72,9903.37,26902.76,4718.0,19759.44,10447.34,26648.04,4718.0,25915.9,4718.0,27188.84,4718.0,23571.1,6718.51,26807.7,4718.0,24259.78,6514.34,25979.12,5101.6,19878.56,11149.13,27373.59,4718.0,28065.48,4718.0,21477.87,8054.75,27642.88,4718.0,21469.67,9793.79,23597.2,7946.86,20795.12,10740.88,25928.52,6312.61,28498.7,4718.0,24650.61,7971.99,21597.17,10702.53
Late Daum Nancy Pate de Verre 19th Century,25097.11,10512.89,23823.76,11906.49,22422.31,13383.1,21701.03,14126.82,25046.72,10472.74,25183.62,10460.88,23755.56,11848.57,22068.75,13561.64,21985.34,13672.05,22124.14,13651.51,21139.03,14653.7,23916.01,11820.08,22332.0,13489.6,21129.61,14274.7,24481.34,10884.57,22245.91,13053.8,21814.61,13348.93,23807.81,11286.1,21205.43,13773.33,22603.97,12361.86,21129.96,13928.7,22952.71,12122.4,22130.08,13073.55,21273.68,15547.48,22211.69,12914.89,23404.89,11765.68,21226.21,13924.0,23058.1,12064.56,25491.79,9475.11,24839.21,10142.42
Late Daum Nancy Pate de Verre c.1900,13290.67,9979.33,13834.88,9584.56,13514.53,9992.41,13842.32,9469.53,13084.2,10070.73,12716.49,10537.47,13765.0,9412.96,12446.98,10632.69,12851.7,10212.99,12866.47,10158.25,12415.64,10643.72,13422.51,9769.15,13540.3,9510.7,12701.0,10333.5,13155.07,9792.54,12390.51,10498.45,13141.18,9774.82,12742.43,10140.52,11475.18,9894.93,13684.93,9063.21,12671.28,10100.53,13015.33,9812.59,12852.55,9918.52,13264.47,9609.84,12709.27,10154.42,13203.93,9647.11,12943.99,9990.15,12659.58,10192.83,12221.57,10559.55,13158.4,9592.48
Late Declaration of Independence Broadside Post-War,51773.36,22126.64,54365.06,19263.89,50292.37,23138.72,52235.2,21214.19,46272.17,26754.21,52390.16,20236.6,49235.56,23003.23,45093.36,27590.8,55453.11,21424.47,44657.24,28684.06,54668.12,18281.13,43544.75,29881.17,47001.41,26012.83,50539.17,22667.64,47732.66,25404.84,48003.43,25272.2,48189.99,24705.68,43278.21,29294.54,44869.03,27667.64,47462.59,24459.05,49392.75,22329.46,50875.32,20341.64,47428.25,23680.36,50568.14,20399.85,52636.29,18414.17,45819.93,25251.28,43034.9,28087.45,44137.0,26900.14,53954.66,17515.33,42241.88,29475.7
Late Derek Jeter Game Bat,3465.86,1284.14,3850.25,916.74,3814.35,980.08,3714.06,1077.59,3080.69,1685.26,3275.95,1482.64,3245.39,1503.07,3712.22,1051.86,3335.41,1460.81,3763.57,1091.85,3250.61,1625.83,3046.86,1857.2,3448.51,1436.75,3780.51,1070.92,3369.37,1487.52,3607.1,1217.48,3724.3,1113.57,3561.99,1233.08,3517.51,1266.22,3029.84,1788.82,4037.8,882.0,3414.09,1339.09,3650.6,1199.76,3044.37,1777.83,3543.86,1226.38,3233.49,1528.48,3879.33,882.0,3166.63,1489.11,3891.58,882.0,2896.83,1794.06
Late Dobro Resonator Guitar Vintage,3817.97,1952.03,3980.64,1832.72,4102.88,1695.79,4104.53,1655.79,3704.95,2051.47,3631.7,2151.09,4073.34,1661.59,3530.82,2151.56,4176.54,1484.58,3749.58,1862.92,3636.8,1991.86,4167.61,1521.1,4005.55,1728.61,3910.38,1812.87,3338.75,2344.15,3412.72,2277.12,4151.28,1540.68,3905.19,1780.73,4015.14,1667.52,3871.66,1814.19,3760.69,1898.65,4206.62,1427.79,3796.23,1879.28,4222.54,1443.68,3917.71,1702.98,4062.22,1545.23,4125.81,1478.28,4174.99,1435.16,3556.01,2101.02,3319.72,2367.25
Late Dorothea Lange Migrant Mother Print Late Victorian,14290.11,9369.89,14170.26,9213.19,13792.03,9408.63,13812.58,9638.98,14710.91,9078.14,14829.61,8749.29,15427.67,8274.81,14436.46,9291.39,15232.38,8651.5,13683.62,10120.54,13970.05,10088.83,13585.51,10290.16,13590.71,10226.07,13059.19,10435.39,15173.25,8454.47,15796.35,9158.16,15323.08,8122.63,14374.29,8890.72,13133.06,10010.81,13084.04,10052.77,13308.62,9819.16,13618.75,9367.9,15156.77,7990.56,15018.71,7992.55,14847.39,8201.75,12952.21,7906.3,12857.77,10410.57,14559.03,8657.58,14056.14,9477.81,14287.68,9083.5
Late Durand Pulled Feather Vase Museum Deaccessioned,22081.51,9838.49,25212.34,6786.81,20700.36,11311.18,27842.52,5215.0,24982.34,7200.33,27836.92,5215.0,25056.49,7143.94,26528.49,5759.27,25294.99,6769.07,21581.61,10472.97,25493.61,6568.32,22205.22,9789.01,24423.35,7546.75,25867.42,6142.59,27778.27,5215.0,22247.63,9957.83,22901.31,9385.45,28924.66,5215.0,23649.76,8702.29,26810.52,5646.69,28052.15,5215.0,26061.81,6324.49,24785.81,7635.0,21324.55,11174.47,21982.93,10501.35,25741.97,6939.76,24424.26,8215.37,22662.25,10004.19,25902.69,6966.81,24924.87,7986.99
Late Egg Tempera Still Life,92878.62,45641.38,96621.5,41054.17,88063.66,49171.39,96143.06,41053.35,81914.06,55821.55,79984.99,57150.67,96716.85,41047.87,94452.44,42937.51,78470.11,58362.33,87111.21,48120.96,92073.12,42938.19,83951.92,50823.19,79535.2,55210.0,91267.99,44911.5,95008.5,40448.32,80223.94,55583.06,83109.79,52379.69,86493.48,47331.46,78396.91,56636.46,85883.15,48272.28,81262.77,53558.47,82057.32,51726.15,85559.73,47714.06,80256.32,52636.61,80417.44,53185.48,89196.16,44237.0,81776.45,51005.89,88088.0,44616.41,80767.76,52380.48,79084.05,56434.62
Late Emilio Pucci Palazzo Pants Estate Fresh,21779.71,9620.29,21632.17,9855.31,27699.43,5355.0,22718.26,8429.56,22798.86,7686.03,21167.1,9474.27,25923.92,5355.0,20827.96,9714.38,25938.99,5355.0,19656.59,11183.4,22504.62,8305.49,22395.06,8175.47,20907.5,9683.97,21315.69,9322.54,26548.99,5355.0,22899.57,7652.91,19478.11,11182.62,21499.72,8879.14,20581.07,9626.76,22060.97,8004.75,23773.62,6342.01,22542.93,7357.09,24040.33,5901.7,19670.81,10003.07,23393.16,6659.84,21735.11,8352.87,21601.15,8560.93,19369.55,10602.35,25841.76,5355.0,22895.13,7540.6
Late Emilio Pucci Palazzo Pants Excellent Condition,33103.32,14996.68,36597.63,11725.98,30783.58,17408.5,35813.84,12405.36,33140.2,14772.44,37842.08,10200.95,33127.6,14996.28,38322.9,10068.42,36284.3,12312.17,42883.58,9170.0,39865.04,9170.0,38822.59,9556.2,40573.69,9170.0,34996.7,13286.3,35969.08,12404.79,31979.51,16357.94,31401.05,16986.38,36251.98,12129.81,29692.19,18658.42,37718.69,10435.59,36549.88,11603.61,38819.78,9464.84,34066.85,10878.83,33694.52,11146.5,31233.03,17132.81,40419.15,9170.0,36117.45,12398.66,36952.06,11470.47,34239.58,14299.11,36444.8,12021.55
Late Fencing Foil Set Antique Georgian Period,1729.83,364.0,1492.99,584.84,1796.23,364.0,1501.12,565.52,1701.34,377.4,1651.65,429.88,1718.82,374.46,1557.58,542.55,1702.31,388.81,1339.65,744.28,1756.49,364.0,1599.56,463.78,1475.08,612.06,1492.93,592.51,1396.04,707.23,1590.97,504.21,1477.17,615.14,1560.81,527.59,1344.76,743.29,1535.02,564.36,1490.22,625.0,1810.04,364.0,1768.51,371.63,1460.87,686.25,1708.21,433.82,1719.09,432.43,1779.52,379.7,1554.94,609.79,1636.47,511.65,1451.15,697.09
Late French Foreign Legion Kepi c.1920,15365.69,7364.31,17644.09,5244.42,17556.84,5504.81,16662.22,6643.93,17923.35,5290.69,15319.06,8252.75,19206.49,4328.38,17197.47,6366.37,19517.13,4080.999999999999,18529.5,4080.999999999999,17112.33,4560.45,16117.01,7782.15,15298.07,8844.21,17483.85,6636.76,16598.75,7096.98,15047.34,8736.57,19428.67,4753.85,17681.2,6117.4,15950.45,7682.05,17644.72,5757.98,17008.32,6863.15,19154.25,4565.94,19171.38,4528.3,18167.06,5706.54,16572.52,7108.91,15196.99,8306.95,15698.5,7709.42,18777.76,4699.23,14831.64,8511.35,15916.05,7311.74
Late GI Joe Prototype,4259.44,1001.0,3282.38,1957.38,3906.82,1331.18,3465.16,1751.24,4356.46,1001.0,3360.93,1860.1,3573.21,1646.19,3567.81,1642.54,3857.76,1374.66,3440.06,1799.72,3524.95,1695.27,3348.87,1848.51,3285.04,1901.17,3596.49,1604.46,3913.31,1315.2,3916.05,1320.72,3933.13,1301.39,3327.75,1929.99,3536.2,1729.99,3896.28,1367.76,4188.02,1058.47,4041.2,1181.47,4185.7,1028.58,3857.52,1356.08,3358.78,1864.82,3785.82,1429.1,3508.39,1736.81,4198.34,1048.95,3640.57,1600.47,3675.94,1563.24
Late Georgian Silver Tea Set,14144.32,2985.68,14756.18,2695.0,15703.17,2695.0,12284.41,4878.95,11971.99,5258.85,14819.8,2695.0,16332.53,2695.0,13111.32,4298.42,12777.4,4581.01,14043.16,3322.38,12640.47,2885.88,15109.27,2695.0,11314.16,6014.36,15202.81,2695.0,15133.76,2695.0,13499.31,3760.44,14456.77,2752.02,14446.2,2739.18,14911.21,2695.0,11107.87,6100.31,11929.81,5239.04,13530.78,3716.49,11480.57,5691.75,13245.21,3959.37,14179.66,3104.33,15757.64,2695.0,15492.56,2695.0,12250.32,5144.07,14080.04,3280.33,14684.4,2695.0
Late Georgian Tallboy Chest Post-War,25847.57,9902.43,26602.3,8842.94,22086.84,12800.58,24479.1,10474.02,25983.99,8965.46,20480.13,11034.64,21706.7,9743.66,21685.45,13477.03,24670.35,10294.92,27998.76,7524.999999999999,27063.25,8237.43,27872.29,7524.999999999999,27816.29,7524.999999999999,21224.23,13895.66,22260.14,12728.16,23854.97,13169.64,25337.82,9495.12,27599.29,7524.999999999999,21860.74,12997.53,23645.34,11159.51,26722.34,8309.32,23468.13,11164.7,22734.49,11921.1,25851.76,8829.9,21335.84,13339.09,25548.73,9441.99,24257.78,10679.55,24022.85,10961.26,24114.09,11160.53,24667.59,10427.53
Late Girandole Mirror Candelabra c.1840,11628.67,2991.33,11226.52,3362.4,13125.33,2366.0,10811.69,3802.85,11496.67,3178.11,11036.58,3536.4,10694.5,3964.45,12299.59,2411.92,12739.53,2366.0,13319.77,2366.0,10591.62,4436.73,13594.81,2366.0,10915.33,4409.69,13291.04,2366.0,13032.71,2366.0,11769.26,3549.34,11088.32,4241.73,12003.9,3331.13,13024.79,2366.0,12758.19,2366.0,10657.51,4524.4,12380.6,2853.33,12898.83,2568.4,12038.73,3331.36,11213.69,4191.06,12306.39,2894.78,12445.5,2669.56,11625.85,3479.54,11095.95,4152.12,10986.34,4286.12
Late Girard-Perregaux Laureato Empire Period,121805.43,43824.57,120457.86,45894.07,113962.49,52717.75,128692.0,37047.79,105202.35,60199.29,123046.4,42306.86,103750.41,61305.48,127672.63,38561.85,132402.76,34100.41,105819.17,60965.05,104167.36,61581.17,135209.82,31940.999999999996,123283.34,41947.65,109501.28,56450.57,113369.53,52882.47,129626.67,36418.82,127341.47,39436.89,104918.33,61452.76,131981.36,34948.62,109635.5,56603.31,102720.42,63311.84,105353.16,60910.34,109315.81,57893.77,123056.33,43191.13,106295.04,59172.53,114240.38,50947.51,138606.33,31940.999999999996,116234.82,49275.64,129285.69,35597.63,126585.33,37588.04
Late Hammond B3 Organ,51869.23,20570.77,51590.4,21045.4,46357.0,26347.96,47614.01,24840.73,48642.57,23691.57,46012.48,26359.49,57886.59,14993.999999999998,53322.84,19278.03,51431.37,21083.55,54450.62,18212.23,56052.07,16669.06,52870.49,20027.35,50005.98,23252.67,48737.98,24458.86,49461.31,23643.58,50465.32,22886.44,49187.22,23946.78,48068.63,24764.99,49489.01,23144.0,43136.91,22265.3,45352.78,20338.34,44523.48,28308.03,44073.94,28832.27,54880.07,18225.04,49496.0,23828.2,55853.08,17602.62,56757.47,16807.56,51462.11,21902.66,45234.34,28219.54,49190.89,24027.16
Late Hasselblad 500C Camera c.1950,30926.23,13213.77,32587.93,11566.73,32966.9,11130.85,32636.46,12116.33,29578.07,15473.04,33695.6,12196.44,30549.2,15504.64,32240.75,13000.03,32949.03,12147.97,29859.15,16302.09,33395.06,12495.02,33907.97,11713.08,32583.2,12099.46,30358.34,18154.75,29098.85,15574.19,27878.26,15938.0,32513.97,12442.86,29174.87,13862.73,26822.36,16204.99,26806.41,15721.09,26399.72,15908.12,25490.0,17527.56,30548.27,12636.52,29982.46,13023.68,29138.77,14332.96,26984.61,16785.07,33060.24,11039.77,32566.75,11828.99,32605.72,11482.43,29783.17,13603.46
Late Hermes Birkin Bag c.1970,8710.22,3769.78,9862.36,2550.67,8735.37,3720.74,9726.43,2702.08,8113.51,4345.77,7704.81,4756.81,7725.78,4687.41,8024.16,4575.08,10340.48,2380.0,9090.66,3505.04,8472.53,4093.97,9426.49,3189.49,8345.44,4229.81,10028.67,2543.61,8270.13,4309.02,8802.19,3865.03,9481.23,3228.15,7795.19,4899.74,9815.27,2927.38,10739.77,2380.0,10344.55,2518.5,10597.38,2380.0,8983.0,3949.7,8966.28,3843.01,8644.59,4199.56,9033.92,3837.5,9129.58,3805.52,9449.7,3525.15,10908.25,2380.0,8356.53,4689.4
Late Hitching Post Cast Iron Estate Fresh,11303.87,2037.0,9982.31,2887.44,11364.15,2037.0,10008.25,3011.69,11714.11,2037.0,11160.91,2037.0,11202.81,2124.83,8624.95,4813.81,10382.33,4297.1,9858.88,3650.48,10957.61,2402.78,10409.4,2788.37,10856.1,2312.61,12152.29,2037.0,10334.56,3023.38,11967.17,2037.0,10718.8,2361.72,9205.11,4177.93,11629.07,2037.0,8746.13,4717.02,10071.33,3522.57,10001.74,3654.63,10527.19,2961.41,11823.0,2037.0,10338.08,3016.26,9855.1,3506.7,11137.38,2407.44,8598.44,4866.37,9246.31,4205.86,10378.36,3095.99
Late Hitching Post Cast Iron Georgian Period Excellent Condition,11236.91,3473.09,8813.71,5868.21,10043.83,4698.54,10979.13,3994.79,9306.87,5702.26,9619.71,5450.01,10578.61,4497.1,10649.79,4396.56,10177.66,5007.11,10173.91,5081.36,11784.87,3589.59,9968.14,5519.81,10298.66,5242.43,9544.01,5945.61,11769.77,3694.09,10259.27,5098.06,9464.68,5824.41,10736.49,4651.2,10276.2,5999.99,10736.73,4537.32,10362.06,5018.76,9829.48,5446.75,11008.42,4271.17,9947.24,5476.2,10233.45,5200.45,10139.43,5341.06,11113.89,4286.97,10219.93,5209.68,10151.48,5150.6,9274.17,6099.21
Late Hofner 500/1 Bass Guitar,57264.55,28935.45,58672.06,27472.91,67702.72,18340.0,53146.73,32603.8,51888.93,33922.84,51837.97,33544.09,52578.33,32606.79,56110.2,28659.42,56044.49,28964.18,57839.26,27280.84,59770.69,25382.62,63704.46,21349.16,60170.12,24906.35,63928.72,21300.59,59427.55,25700.92,58635.2,26441.74,57976.49,26721.43,52937.23,31619.77,57295.88,27190.0,66601.96,18340.0,65109.35,19241.46,54567.64,29795.15,63209.37,21355.09,52422.17,31582.64,61859.68,22158.95,55056.08,28636.64,62495.34,21041.7,50074.26,33406.55,56806.6,26305.8,57036.41,25757.7
Late Holland & Holland Double Rifle With Provenance,3368.11,1461.89,3241.29,1611.92,2879.21,1974.78,2838.35,2018.98,3164.21,1708.63,3410.71,1493.23,3059.99,1855.47,2827.23,2081.64,2848.1,2045.01,2828.24,2095.18,2892.93,1714.78,3004.18,1626.8,3460.41,1478.74,3151.86,1820.19,3213.3,1750.58,2876.63,2088.01,2825.93,2131.12,3117.2,1841.48,3279.58,1675.58,2830.38,2128.28,3282.53,1690.5,3028.57,1949.9,2857.94,2104.28,3283.14,1692.98,3448.26,1531.48,2890.28,2106.37,3387.24,1622.56,2936.1,2089.18,3017.96,1991.54,3132.17,1881.71
Late Hot Wheels Redline Collection 18th Century,11379.55,7570.45,13452.05,5665.97,13475.03,5943.81,13854.43,5626.29,11614.38,7525.28,13348.51,5765.12,11859.7,7114.98,11260.29,7650.07,12809.54,6017.56,12436.27,6569.45,12753.06,6267.07,12209.68,6927.61,12757.84,8061.71,11012.13,8234.69,13563.9,5724.85,13483.95,5671.37,11016.67,8042.98,13222.45,5803.32,11095.39,7918.14,12767.92,6123.37,10973.13,7872.87,10716.83,7994.72,11054.63,7784.49,12447.24,6128.62,12966.48,5266.04,11209.62,6698.92,10627.67,7251.6,11303.58,6509.5,11454.77,6117.33,11304.63,6479.3
Late Impressionist Garden Scene Good Condition,1878.97,861.03,2120.08,605.03,2238.9,475.99999999999994,2184.82,503.21,2219.27,475.99999999999994,1893.2,789.32,2352.74,475.99999999999994,2500.37,475.99999999999994,1795.22,870.89,1724.47,945.4,2135.7,566.33,2155.15,537.98,2045.98,665.26,2089.42,590.91,2272.85,475.99999999999994,2152.25,523.84,1971.66,726.43,2309.81,475.99999999999994,1905.04,834.45,1870.87,859.63,1945.71,776.05,2248.04,475.99999999999994,1828.67,858.86,2030.81,628.18,1705.81,990.61,1697.54,993.33,1840.29,841.11,1700.2,980.1,2037.48,655.79,2025.91,653.12
Late Indian Mughal Miniature Painting c.1970,20722.24,14757.76,21220.47,14310.33,22721.58,13068.28,21761.27,13928.12,22541.83,13507.52,20007.88,15867.41,19866.56,16155.2,22941.94,13376.88,21828.87,14704.14,21176.16,15195.32,23567.97,12989.48,21577.75,15238.58,22036.65,14738.84,21526.65,15111.12,23177.43,13522.04,20687.23,15781.15,20643.93,16129.21,23655.32,13426.37,20516.76,16790.77,20855.43,16567.94,22434.26,15280.22,23721.67,14272.6,21379.25,16492.23,21050.21,16774.88,21336.96,16219.08,20582.79,16787.3,21638.81,15316.63,22411.77,14300.24,21174.45,15494.04,21870.07,15181.57
Late Inuit Soapstone Carving Unrestored,34963.96,24796.04,38843.5,20623.41,44333.6,15881.73,39637.99,20836.87,37511.84,22231.99,39772.64,18421.78,33828.25,22583.6,37738.24,20211.79,42615.95,14682.47,42749.26,14203.72,39595.8,17729.24,37089.0,21845.63,44814.12,14853.49,39781.92,18710.55,35370.98,23164.11,40355.36,19261.19,35507.48,23773.62,42145.86,17832.17,38172.55,21362.12,38203.41,22028.61,45013.81,15908.42,37492.66,22743.75,36390.63,23652.85,36986.35,24943.59,36181.52,23905.11,37471.69,23025.53,42099.68,20756.74,42467.73,21858.81,41901.46,22958.25,38961.58,25980.48
Late Japanese Meiji Bronze Vase Regency Period,54463.15,27876.85,60343.26,21689.16,64851.35,16813.87,69540.25,15637.999999999998,64357.69,18296.08,57171.61,25795.93,63123.2,19446.99,63468.66,19310.99,56160.66,25681.19,59519.6,21953.65,57204.91,24531.3,63803.63,17412.77,60702.38,20887.46,66523.02,15637.999999999998,57180.16,24695.79,52311.23,29323.32,69508.0,15637.999999999998,63193.18,19422.38,63370.83,19161.67,50910.48,31632.49,58727.73,23330.18,59111.63,23993.57,57852.03,24934.85,55799.98,27273.16,57889.29,24988.95,64167.18,17488.92,63032.81,19137.99,52262.97,29634.86,50310.97,31267.12,63094.29,19148.71
Late Kerosene Lamp Cranberry Glass Mid-Century,13507.87,3500.0,10306.38,6728.28,12891.96,4045.27,13681.0,3500.0,13204.16,3791.82,10904.21,6221.77,11484.9,5602.67,13397.02,3627.07,13510.41,3600.1,11486.88,5580.87,11571.94,5597.33,11507.57,5548.47,12199.75,4794.47,10464.32,6451.69,13268.13,3681.04,10706.6,6271.63,12033.06,4712.67,11489.27,5377.1,13084.61,3806.63,11564.49,3723.53,13304.82,3534.02,11273.67,5604.54,10388.42,6604.26,10713.93,6206.68,13068.89,3819.73,13247.4,3721.27,12997.16,3820.96,10147.1,6525.44,11757.27,4869.79,11669.64,4903.31
